wavfile,transcript,emo,v,a,d,n
MSP-IMPROV-S03S-M06-S-MF05.wav,Alright..,S,2.0,3.8,2.6,4.0
MSP-IMPROV-S03S-M06-T-MF01.wav,Ella Jorgenson made the Pudding..,N,2.441176,3.323529,2.941176,3.441176
MSP-IMPROV-S04A-F01-P-FM01.wav,we hope,N,2.6,4.8,1.4,3.6
MSP-IMPROV-S04A-F01-P-FM02.wav,for,N,3.4,4.4,2.6,4.0
MSP-IMPROV-S04A-F01-P-MF01.wav,"Yeah, I'll just sleep..",N,3.5,3.125,3.125,3.875
MSP-IMPROV-S04A-F01-S-FM01.wav,"Yeah..Well, I need the puppy is really cute, but he chewed up my sofa the other day can you believe that?.",A,1.285714,2.0,4.0,3.142857
MSP-IMPROV-S04A-F01-S-FM02.wav,Yet the stuffing with everywhere..,A,2.285714,2.285714,3.571429,4.0
MSP-IMPROV-S04A-F01-S-FM03.wav,"Yeah, man puppies are cute, but they suck..",X,2.6,3.8,2.4,3.2
MSP-IMPROV-S04A-F01-S-MF01.wav,i heard ye a new puppy,H,4.142857,3.285714,3.285714,4.0
MSP-IMPROV-S04A-F01-S-MF02.wav,"Really, bad..",N,3.0,3.666667,2.666667,3.333333
MSP-IMPROV-S04A-F01-S-MF03.wav,Not OK are you gonna take him to like a training session or something..,N,2.8,3.8,3.0,3.4
MSP-IMPROV-S04A-F01-S-MF04.wav,"Yeah, that's not good at least he's Cute..",N,3.0,3.8,2.4,3.8
MSP-IMPROV-S04A-F01-T-FM01.wav,For with completely covered..,N,2.483871,3.322581,3.230769,3.653846
MSP-IMPROV-S04A-F02-P-FM01.wav,Completely covered..OK..,N,2.6,3.4,3.0,4.2
MSP-IMPROV-S04A-F02-P-MF01.wav,That late..Yeah..Open be that bad..,N,3.2,4.4,2.8,3.2
MSP-IMPROV-S04A-F02-S-FM01.wav,I recently and everything like papers shoes you name it..,N,2.4,4.0,2.0,4.0
MSP-IMPROV-S04A-F02-S-FM02.wav,The floor was covered..,A,1.857143,2.571429,4.0,3.714286
MSP-IMPROV-S04A-F02-S-FM03.wav,I mean that puppy chews on everything like he's torn up papers shoes. I really don't know what I'm going to do..,S,1.5,3.166667,3.5,3.833333
MSP-IMPROV-S04A-F02-S-FM04.wav,I don't think you get it..,A,1.833333,3.0,3.5,3.5
MSP-IMPROV-S04A-F02-S-FM05.wav,yes,N,3.0,3.8,3.4,4.6
MSP-IMPROV-S04A-F02-S-MF01.wav,"Well, I mean, she's a puppy couldn't have been that bad..",H,3.833333,3.833333,3.0,4.0
MSP-IMPROV-S04A-F02-S-MF02.wav,"Oh, well, you know how they are that age children everything..",H,3.571429,3.857143,3.0,3.285714
MSP-IMPROV-S04A-F02-T-FM01.wav,The floor was completely covered..,A,2.125,3.28125,3.333333,3.111111
MSP-IMPROV-S04A-F03-P-FM01.wav,"OK, I got it..",N,3.2,4.0,2.6,4.4
MSP-IMPROV-S04A-F03-P-FM02.wav,The puppy one how could I be mad at the puppy alright..Cool..,H,4.25,2.75,3.125,4.375
MSP-IMPROV-S04A-F03-P-MF01.wav,"Yes, she did make the pudding you're not happy about it..",H,4.5,2.166667,3.833333,4.5
MSP-IMPROV-S04A-F03-P-MF02.wav,7..,N,3.0,3.833333,2.666667,3.333333
MSP-IMPROV-S04A-F03-P-MF03.wav,"Oh, that sucks man..",N,2.2,4.0,2.8,3.8
MSP-IMPROV-S04A-F03-P-MF04.wav,Really did not happy about it..,N,2.6,4.2,3.0,4.2
MSP-IMPROV-S04A-F03-P-MF05.wav,He would be dead..,X,3.4,4.4,2.8,4.0
MSP-IMPROV-S04A-F03-P-MF06.wav,You do have to see you..,H,4.0,3.8,2.8,4.8
MSP-IMPROV-S04A-F03-P-MF07.wav,She when I wake up she..,H,3.6,3.6,2.8,4.0
MSP-IMPROV-S04A-F03-P-MF08.wav,I don't know what you're asking..,H,3.8,3.6,2.6,4.6
MSP-IMPROV-S04A-F03-P-MF09.wav,With all..,N,3.0,4.6,3.0,3.8
MSP-IMPROV-S04A-F03-P-MF10.wav,"OK, I'll see this..",N,3.6,3.8,2.8,3.0
MSP-IMPROV-S04A-F03-P-MF11.wav,Gonna get longer..,N,3.6,3.4,3.4,4.4
MSP-IMPROV-S04A-F03-P-MF12.wav,Be angry Patrick your couch..,A,2.2,3.2,3.8,3.0
MSP-IMPROV-S04A-F03-P-MF13.wav,"Be angry, she torpark house for God sake know right, I kill that dog with my bare hands..",A,2.0,3.2,2.8,2.8
MSP-IMPROV-S04A-F03-P-MF14.wav,No..Hey..,H,3.4,3.2,3.2,3.8
MSP-IMPROV-S04A-F03-P-MF15.wav,Angry OK..,H,4.666667,2.166667,3.833333,4.333333
MSP-IMPROV-S04A-F03-P-MF16.wav,still you,N,3.2,4.4,3.2,3.8
MSP-IMPROV-S04A-F03-S-FM01.wav,Is been the longest day another new puppy that we got?.,X,2.166667,2.666667,3.833333,4.5
MSP-IMPROV-S04A-F03-S-FM02.wav,How are you?.,H,2.6,3.2,2.8,3.6
MSP-IMPROV-S04A-F03-S-FM03.wav,"Oh, he's so cute, I come home today and there is stuffing all over the floor from my couch..",A,2.2,2.2,3.8,3.0
MSP-IMPROV-S04A-F03-S-FM04.wav,"Oh yeah, with his teeth was great..",X,2.4,3.2,3.8,4.4
MSP-IMPROV-S04A-F03-S-FM05.wav,Oh cute as ever..,A,2.0,3.2,3.6,3.4
MSP-IMPROV-S04A-F03-S-FM06.wav,Jacob keys..Special this morning I got home and he had completely ripped up the couch cover with stuffing everywhere..,A,1.4,2.6,4.2,4.8
MSP-IMPROV-S04A-F03-S-FM07.wav,Seriously..,A,1.8,2.2,4.0,3.6
MSP-IMPROV-S04A-F03-S-MF01.wav,"Hey Alan, how are things with the new puppy?.",H,3.8,2.8,3.8,3.8
MSP-IMPROV-S04A-F03-S-MF02.wav,"Hey Alan, how are things with the new puppy?.",H,4.2,3.4,3.6,1.8
MSP-IMPROV-S04A-F03-S-MF03.wav,She tore up the couch..,X,2.166667,3.166667,3.666667,4.166667
MSP-IMPROV-S04A-F03-S-MF04.wav,"Hey Alan, how are things with the new puppy?.",H,4.0,3.6,3.4,3.4
MSP-IMPROV-S04A-F03-S-MF05.wav,What did she do?.,N,3.0,3.4,3.0,3.6
MSP-IMPROV-S04A-F03-S-MF06.wav,Stuffing was.,N,2.8,3.6,2.6,3.4
MSP-IMPROV-S04A-F03-S-MF07.wav,"Oh, God..",X,2.0,3.8,3.8,4.4
MSP-IMPROV-S04A-F03-S-MF08.wav,"Hey Alan, how are things with the new puppy?.",N,3.285714,3.142857,3.0,2.714286
MSP-IMPROV-S04A-F03-S-MF09.wav,What did she do?.,N,3.0,3.2,2.8,4.0
MSP-IMPROV-S04A-F03-S-MF10.wav,Good God the couch..,O,2.4,3.4,3.4,3.4
MSP-IMPROV-S04A-F03-T-FM01.wav,The floor was completely covered..,A,1.892857,3.142857,3.173913,3.652174
MSP-IMPROV-S04A-F03-T-FM02.wav,The floor was completely covered..,A,1.888889,2.888889,3.409091,3.318182
MSP-IMPROV-S04A-F04-P-FM01.wav,as i had,H,4.0,3.0,3.2,4.4
MSP-IMPROV-S04A-F04-S-FM01.wav,OK so we got this new puppy right and my family thought it would be a great idea and then everything..,X,2.333333,3.333333,3.666667,4.333333
MSP-IMPROV-S04A-F04-S-MF01.wav,"Oh, So what was the deal your house..",N,3.0,3.833333,3.0,4.5
MSP-IMPROV-S04A-F04-T-FM01.wav,The floor with completely covered..,A,2.242424,3.121212,3.121212,3.878788
MSP-IMPROV-S04A-F05-S-FM01.wav,"Yeah, I didn't want the puppy about my sister wanted it..",A,1.6,3.0,3.8,2.4
MSP-IMPROV-S04A-F05-S-FM02.wav,"Yeah, it's hard, the couch in because I'm the only one that cleans in this household. The floor was completely covered and I had to clean the whole thing..",A,1.714286,3.0,3.285714,2.857143
MSP-IMPROV-S04A-F05-S-FM03.wav,"Again, OK..",N,2.857143,5.0,2.285714,4.0
MSP-IMPROV-S04A-F05-S-FM04.wav,"Yeah, I hate puppies..",X,2.4,3.0,3.2,3.2
MSP-IMPROV-S04A-F05-S-FM05.wav,I do they make a horrible mess it ripped up the whole couch today and I had to clean it up..,A,1.444444,2.444444,4.111111,4.222222
MSP-IMPROV-S04A-F05-S-MF01.wav,So how do you like your new puppy?.,N,3.2,3.0,3.0,4.0
MSP-IMPROV-S04A-F05-S-MF02.wav,Everywhere..,N,3.4,3.8,3.2,4.2
MSP-IMPROV-S04A-F05-T-FM01.wav,The floor was completely covered..,A,1.965517,2.551724,3.413793,3.137931
MSP-IMPROV-S04A-F06-S-FM01.wav,"Oh my gosh..Nicola completely destroyed our couch, I got home and there was scrapped everywhere..",A,1.4,2.4,4.2,3.4
MSP-IMPROV-S04A-F06-S-MF01.wav,So how was your day?.,N,3.6,3.6,2.8,3.4
MSP-IMPROV-S04A-F06-T-FM01.wav,The floor was completely covered..,A,2.294118,3.058824,2.970588,3.352941
MSP-IMPROV-S04A-M01-P-FM01.wav,I'll ask you about your new puppy..,X,3.6,4.0,3.8,3.8
MSP-IMPROV-S04A-M01-P-MF01.wav,I was completely covered..,N,2.8,3.6,2.4,3.6
MSP-IMPROV-S04A-M01-P-MF02.wav,"Yeah, but it..The couch..",N,2.8,3.4,2.6,3.4
MSP-IMPROV-S04A-M01-S-FM01.wav,Hey so I heard you got a new puppy..,N,3.166667,3.833333,2.666667,2.666667
MSP-IMPROV-S04A-M01-S-FM02.wav,That's terrible..,S,1.833333,3.5,2.833333,4.0
MSP-IMPROV-S04A-M01-S-FM03.wav,"All men, you had to clean it up aren't you?.",N,2.8,3.6,2.2,3.0
MSP-IMPROV-S04A-M01-S-MF01.wav,"Yeah, he's he's great and all but he still a little puppy music, tearing up everything..",X,3.8,3.6,3.6,3.4
MSP-IMPROV-S04A-M01-S-MF02.wav,"Yeah, it worked, it worked the couch..",A,2.0,3.8,3.4,2.4
MSP-IMPROV-S04A-M01-S-MF03.wav,"Well, we have to we can't let him keep tearing up our furniture..",A,1.6,3.0,3.4,3.6
MSP-IMPROV-S04A-M01-S-MF04.wav,Yeah..Well..,N,2.6,4.2,2.4,3.4
MSP-IMPROV-S04A-M01-T-MF01.wav,Voice completely covered..,A,2.16,3.36,2.95,2.9
MSP-IMPROV-S04A-M02-P-FM01.wav,i'm quite good mien,N,3.8,4.6,3.4,4.2
MSP-IMPROV-S04A-M02-S-FM01.wav,No..Can you have that right?.,N,3.6,4.2,2.6,3.6
MSP-IMPROV-S04A-M02-S-FM02.wav,"Morning, puppy..I can't be that bad..",N,3.2,3.8,3.0,4.0
MSP-IMPROV-S04A-M02-S-FM03.wav,How well.problem?.,N,3.0,4.6,2.4,3.6
MSP-IMPROV-S04A-M02-S-MF01.wav,I'm telling you like stuff with everywhere. She chewed up all of my papers are on the desk everything everywhere. It was just every..,A,2.8,2.0,3.8,2.4
MSP-IMPROV-S04A-M02-T-MF01.wav,The floor was completely covered..,A,2.088235,2.264706,3.689655,3.172414
MSP-IMPROV-S04A-M03-P-FM01.wav,Thank you..,H,4.0,3.6,2.6,4.6
MSP-IMPROV-S04A-M03-P-MF01.wav,So angry do..,H,3.666667,3.666667,2.833333,4.0
MSP-IMPROV-S04A-M03-P-MF02.wav,i cut,N,3.2,4.0,3.4,4.2
MSP-IMPROV-S04A-M03-P-MF03.wav,I wouldn't doubt it all up myself..,N,3.2,4.0,3.2,4.2
MSP-IMPROV-S04A-M03-P-MF04.wav,How do I haven't?.,H,3.6,4.0,2.6,3.6
MSP-IMPROV-S04A-M03-P-MF05.wav,Have not heard yet..,H,4.6,2.8,3.2,4.8
MSP-IMPROV-S04A-M03-P-MF06.wav,After about my puppy maybe..,N,3.4,3.4,2.8,3.4
MSP-IMPROV-S04A-M03-P-MF07.wav,"Nothing left, nothing ever all over the floor..",H,4.2,3.0,3.4,4.0
MSP-IMPROV-S04A-M03-P-MF08.wav,The floor with completely covered..,X,3.5,4.0,3.166667,4.333333
MSP-IMPROV-S04A-M03-P-MF09.wav,Longer..,H,3.4,4.4,2.4,3.8
MSP-IMPROV-S04A-M03-P-MF10.wav,More angry..,N,3.4,4.4,2.6,4.6
MSP-IMPROV-S04A-M03-P-MF11.wav,Your bare hands..,H,4.0,3.8,3.6,4.2
MSP-IMPROV-S04A-M03-P-MF12.wav,OK..,H,4.166667,3.166667,3.333333,4.0
MSP-IMPROV-S04A-M03-P-MF13.wav,there they are to,N,2.8,4.6,3.2,3.8
MSP-IMPROV-S04A-M03-S-FM01.wav,"Hey man, how did you look up Utah?.",N,2.8,3.6,3.2,3.8
MSP-IMPROV-S04A-M03-S-FM02.wav,"Yeah, yeah..",N,3.4,3.6,3.6,5.0
MSP-IMPROV-S04A-M03-S-FM03.wav,"Thank you, it sucks..",H,4.4,3.8,3.4,4.6
MSP-IMPROV-S04A-M03-S-FM04.wav,Wait did you happen to be written up?.,N,2.833333,4.0,2.833333,4.0
MSP-IMPROV-S04A-M03-S-FM05.wav,"Hey, how's the puppy doing?.",H,4.0,4.0,2.8,4.0
MSP-IMPROV-S04A-M03-S-FM06.wav,Pick up so cute..,H,3.8,3.2,3.2,4.4
MSP-IMPROV-S04A-M03-S-FM07.wav,Everywhere..,O,3.0,3.4,3.4,4.6
MSP-IMPROV-S04A-M03-S-MF01.wav,"Only going alright I'm just earlier today, he he?.",N,3.2,4.0,2.6,3.4
MSP-IMPROV-S04A-M03-S-MF02.wav,She is my couch just left things everywhere left the whole night..,X,3.2,4.2,3.0,2.8
MSP-IMPROV-S04A-M03-S-MF03.wav,"You know just sometimes I don't know..Morning, she was..It's all over the floor..",X,2.5,3.833333,3.166667,3.833333
MSP-IMPROV-S04A-M03-S-MF04.wav,The floor was completely covered..,N,3.2,4.4,3.0,3.8
MSP-IMPROV-S04A-M03-S-MF05.wav,"If you are right sometimes, but I don't know I just can't believe with you guys..",X,2.4,4.0,2.8,4.4
MSP-IMPROV-S04A-M03-S-MF06.wav,This earlier this morning I came home and there was just stopping all over the floor..,N,2.714286,4.0,3.285714,3.857143
MSP-IMPROV-S04A-M03-S-MF07.wav,Yes..Please read the write up..,N,2.285714,3.571429,3.714286,4.142857
MSP-IMPROV-S04A-M03-S-MF08.wav,The floor with the floor with completely covered..,N,2.571429,4.142857,2.714286,2.571429
MSP-IMPROV-S04A-M03-S-MF09.wav,Alright sometimes but sometimes I can't believe with you guys..,N,2.8,4.2,3.6,3.6
MSP-IMPROV-S04A-M03-S-MF10.wav,"I came home this morning. There was no stopping all over the floor, she was just something..",N,2.625,3.875,2.875,4.0
MSP-IMPROV-S04A-M03-T-MF01.wav,The floor with completely covered..,N,3.058824,3.529412,3.0,3.75
MSP-IMPROV-S04A-M04-P-FM01.wav,That sounds like AI was at your house you know when we're at your house earlier was that before..,N,2.666667,4.0,3.166667,3.666667
MSP-IMPROV-S04A-M04-P-MF01.wav,It's completely up..,S,2.285714,4.142857,2.428571,3.0
MSP-IMPROV-S04A-M04-S-FM01.wav,"Um Hey, I need to swing at your house earlier? What was that mess all over the floor who made that..",X,2.6,3.0,2.8,2.8
MSP-IMPROV-S04A-M04-S-MF01.wav,"The mess that was the new puppy. We got a new puppy that likes to chew on everything I told her I didn't wanna get the puppy, but she got the puppy..",A,1.6,2.0,4.4,4.0
MSP-IMPROV-S04A-M04-T-MF01.wav,The floor is completely covered..,A,1.724138,2.62069,3.37931,3.896552
MSP-IMPROV-S04A-M05-P-FM01.wav,but,N,2.8,3.8,2.2,4.0
MSP-IMPROV-S04A-M05-P-FM02.wav,,N,3.0,3.6,3.0,3.6
MSP-IMPROV-S04A-M05-S-FM01.wav,F*** you.,H,4.5,3.166667,2.666667,3.833333
MSP-IMPROV-S04A-M05-S-FM02.wav,"Well, it's about it was wrong..",N,3.0,3.6,3.0,4.0
MSP-IMPROV-S04A-M05-S-FM03.wav,for a reliable,N,3.6,3.4,2.8,2.4
MSP-IMPROV-S04A-M05-S-FM04.wav,You hate Bobby's..,N,2.6,3.0,3.0,2.8
MSP-IMPROV-S04A-M05-S-FM05.wav,How bout with it?.,X,2.6,4.6,3.2,3.4
MSP-IMPROV-S04A-M05-S-MF01.wav,"Oh my God, I hate him, I came home after school one day and like he ripped out to bits and their stuff everywhere..",A,1.5,3.166667,2.666667,2.833333
MSP-IMPROV-S04A-M05-T-MF01.wav,The floor with completely covered..,A,2.516129,2.935484,3.193548,3.516129
MSP-IMPROV-S04A-M06-P-MF01.wav,Should I have been looking?.Looking at the screen..OK..,H,4.2,3.4,3.6,4.6
MSP-IMPROV-S04A-M06-P-MF02.wav,OK..,N,2.714286,4.285714,3.0,4.571429
MSP-IMPROV-S04A-M06-S-FM01.wav,You look a little up tight..,N,2.5,3.833333,3.166667,3.166667
MSP-IMPROV-S04A-M06-S-FM02.wav,"I want you guys stop puppies. I'm done, I'm telling you I want you..",H,3.0,3.0,3.2,3.2
MSP-IMPROV-S04A-M06-S-MF01.wav,"Great just great I came I came home, we got this new puppy in the puppy. I love the puppy. We need him now and then..Anyways we come home in our couch is in shreds. This puppy got over like this thing is in little puppies destroyed our couch. The Arm is essentially gone the floor with..",A,1.6,2.0,3.8,3.8
MSP-IMPROV-S04A-M06-T-MF01.wav,The floor was completely covered..,A,2.115385,2.423077,3.423077,3.576923
MSP-IMPROV-S04H-F01-P-FM01.wav,to cover her face for,N,3.0,4.0,2.0,3.833333
MSP-IMPROV-S04H-F01-S-FM01.wav,Wake up wake up it's Christmas..,H,4.8,1.6,4.0,3.6
MSP-IMPROV-S04H-F01-S-FM02.wav,Yeah..Already went downstairs..,H,4.8,2.2,3.6,2.6
MSP-IMPROV-S04H-F01-S-MF01.wav,"Oh, it is Christmas? How can I forget?.",H,4.285714,2.428571,4.285714,4.142857
MSP-IMPROV-S04H-F01-S-MF02.wav,"Oh my gosh, the best baby year present right now..",H,4.571429,2.142857,3.571429,2.857143
MSP-IMPROV-S04H-F01-T-FM01.wav,Horoscope letley covered..,H,4.233333,2.566667,3.64,3.6
MSP-IMPROV-S04H-F02-P-FM01.wav,Hey..,H,4.0,3.0,3.0,3.2
MSP-IMPROV-S04H-F02-P-FM02.wav,So many presents..,H,4.2,3.2,3.6,3.8
MSP-IMPROV-S04H-F02-P-FM03.wav,he said in,H,3.6,4.0,1.8,3.6
MSP-IMPROV-S04H-F02-P-MF01.wav,except planing it in your place,N,2.833333,3.333333,2.666667,3.333333
MSP-IMPROV-S04H-F02-P-MF02.wav,,N,3.2,4.2,1.8,4.4
MSP-IMPROV-S04H-F02-P-MF03.wav,What would you say?.,N,3.428571,3.285714,3.0,3.571429
MSP-IMPROV-S04H-F02-S-FM01.wav,"Hey Hey, wake up its Christmas..",H,4.8,2.6,3.4,3.0
MSP-IMPROV-S04H-F02-S-FM02.wav,Yeah..,H,4.6,2.2,3.4,3.8
MSP-IMPROV-S04H-F02-S-MF01.wav,What what what did you say?.,N,3.4,4.0,2.6,3.8
MSP-IMPROV-S04H-F02-S-MF02.wav,Good presents..,H,4.333333,3.0,3.666667,3.333333
MSP-IMPROV-S04H-F02-S-MF03.wav,Best Christmas ever..,H,4.428571,2.0,3.571429,3.571429
MSP-IMPROV-S04H-F02-T-FM01.wav,The floor was completely covered..,H,4.04,2.88,3.6,2.8
MSP-IMPROV-S04H-F03-P-FM01.wav,"Ugh the Christmas morning, one..",N,3.333333,3.666667,3.0,3.666667
MSP-IMPROV-S04H-F03-P-FM02.wav,"Was completely covered floor was completely covered? No, it's not it's not it was completely covered?.",N,3.333333,3.0,2.833333,3.0
MSP-IMPROV-S04H-F03-P-FM03.wav,I was gonna be easy enough for making fun of you are right again..,H,3.833333,2.666667,3.333333,3.666667
MSP-IMPROV-S04H-F03-P-FM04.wav,Hello..,H,4.166667,2.0,3.0,3.0
MSP-IMPROV-S04H-F03-P-FM05.wav,Let's hope I get happy I get annoyed..,H,4.833333,1.833333,4.333333,4.833333
MSP-IMPROV-S04H-F03-P-FM06.wav,Ask again..,H,4.2,4.6,3.0,4.2
MSP-IMPROV-S04H-F03-P-MF01.wav,Hey getting proficient at this..,H,3.8,3.4,3.4,4.4
MSP-IMPROV-S04H-F03-P-MF02.wav,But completely covered..,H,4.0,2.8,3.6,3.0
MSP-IMPROV-S04H-F03-P-MF03.wav,"Oh, this is so awesome..Read in my life, though..Do you know?.",H,3.5,3.0,3.166667,3.166667
MSP-IMPROV-S04H-F03-P-MF04.wav,"Oh, that's cool..And I are my brother..",H,3.833333,4.166667,2.833333,4.5
MSP-IMPROV-S04H-F03-P-MF05.wav,Your silly..We can be rather fun OK..I'm gonna do it before I just can't project is it I already..,H,3.333333,2.833333,3.166667,3.833333
MSP-IMPROV-S04H-F03-P-MF06.wav,Wake up..So excited..,H,4.714286,1.428571,4.0,3.714286
MSP-IMPROV-S04H-F03-P-MF07.wav,Hope you will give you something that..Thank you..OK..,H,4.666667,1.666667,4.0,4.0
MSP-IMPROV-S04H-F03-P-MF08.wav,I forgot..,H,3.6,2.8,3.0,3.8
MSP-IMPROV-S04H-F03-S-FM01.wav,Alan halliwick up..,N,2.666667,3.166667,3.5,3.0
MSP-IMPROV-S04H-F03-S-FM02.wav,Where is Christmas morning you have got to be the living room?.,H,3.555556,1.888889,3.777778,3.666667
MSP-IMPROV-S04H-F03-S-FM03.wav,"Yeah, there a present everywhere the floor is completely covered..",X,3.2,3.0,3.6,2.6
MSP-IMPROV-S04H-F03-S-FM04.wav,Alan hello wake up..,X,3.2,2.8,3.0,2.4
MSP-IMPROV-S04H-F03-S-FM05.wav,"Come on, it's Christmas morning have got to see the living room..",H,4.2,2.4,3.6,3.8
MSP-IMPROV-S04H-F03-S-FM06.wav,When is so many presidents were just there everywhere the floor was completely covered?.,H,3.5,3.333333,3.0,3.333333
MSP-IMPROV-S04H-F03-S-FM07.wav,Alan Hella wake up..,N,3.0,2.875,3.0,2.875
MSP-IMPROV-S04H-F03-S-FM08.wav,It's Christmas morning..,H,3.6,2.2,3.6,3.6
MSP-IMPROV-S04H-F03-S-FM09.wav,You gotta see the living room..,H,3.5,2.166667,3.5,3.0
MSP-IMPROV-S04H-F03-S-FM10.wav,Their presence everywhere..,N,2.8,2.6,3.4,2.6
MSP-IMPROV-S04H-F03-S-MF01.wav,What do you want?.,N,2.4,2.8,3.0,3.6
MSP-IMPROV-S04H-F03-S-MF02.wav,I haven't I'm sleeping..,N,2.666667,3.444444,3.0,3.222222
MSP-IMPROV-S04H-F03-S-MF03.wav,"Well, what do you want?.",A,1.428571,2.428571,3.428571,4.0
MSP-IMPROV-S04H-F03-S-MF04.wav,I love sleeping..,N,3.0,4.166667,2.833333,3.5
MSP-IMPROV-S04H-F03-S-MF05.wav,"Go to go to the stairs, if you have you been done..",N,2.8,4.2,3.2,4.0
MSP-IMPROV-S04H-F03-S-MF06.wav,Presents presents..,H,4.2,3.0,3.0,3.4
MSP-IMPROV-S04H-F03-T-FM01.wav,The floor is completely covered..,O,2.806452,2.709677,3.461538,3.076923
MSP-IMPROV-S04H-F04-P-FM01.wav,the fort as we like order,H,4.2,3.8,3.0,4.0
MSP-IMPROV-S04H-F04-S-FM01.wav,Remember wake up..,H,4.5,2.0,3.833333,3.833333
MSP-IMPROV-S04H-F04-S-FM02.wav,Because it's Christmas..,H,4.714286,2.142857,4.142857,4.714286
MSP-IMPROV-S04H-F04-S-MF01.wav,Why it's early?.,S,1.5,4.333333,1.833333,2.833333
MSP-IMPROV-S04H-F04-S-MF02.wav,The floor is completely cover..,N,2.6,4.4,2.0,2.2
MSP-IMPROV-S04H-F04-T-FM01.wav,The fourth completely covered..,H,4.172414,3.068966,3.517241,3.37931
MSP-IMPROV-S04H-F05-S-FM01.wav,Terry wake up..,H,4.4,2.2,3.6,3.8
MSP-IMPROV-S04H-F05-S-FM02.wav,It's Christmas presents..,H,5.0,1.8,4.2,3.2
MSP-IMPROV-S04H-F05-S-FM03.wav,In present..,H,4.4,2.2,4.2,3.0
MSP-IMPROV-S04H-F05-S-FM04.wav,No..,H,3.5,3.333333,3.0,4.166667
MSP-IMPROV-S04H-F05-S-MF01.wav,Alright..,N,3.0,3.333333,3.0,3.833333
MSP-IMPROV-S04H-F05-S-MF02.wav,How many president?.,H,4.0,4.0,3.6,3.8
MSP-IMPROV-S04H-F05-S-MF03.wav,Every morning.,X,2.0,3.714286,3.0,4.0
MSP-IMPROV-S04H-F05-S-MF04.wav,How many presidents?.,N,3.333333,3.166667,3.166667,3.166667
MSP-IMPROV-S04H-F05-S-MF05.wav,That's cool. I want Microsoft..,N,3.0,3.8,2.2,3.8
MSP-IMPROV-S04H-F05-T-FM01.wav,The floor was completely covered..,H,4.030303,2.818182,3.454545,3.212121
MSP-IMPROV-S04H-F06-P-FM01.wav,the,H,4.0,3.833333,2.5,4.166667
MSP-IMPROV-S04H-F06-P-FM02.wav,You are having issues like it..,H,3.333333,4.0,3.166667,4.0
MSP-IMPROV-S04H-F06-S-FM01.wav,Can wake up wake up?.,X,3.6,2.6,3.6,2.8
MSP-IMPROV-S04H-F06-S-FM02.wav,"I went downstairs come on, we need to get up..",O,3.2,1.6,4.2,2.6
MSP-IMPROV-S04H-F06-S-FM03.wav,The president..,H,4.833333,2.0,3.833333,4.0
MSP-IMPROV-S04H-F06-S-FM04.wav,"Come on, we gotta go..",N,3.5,2.666667,3.166667,3.166667
MSP-IMPROV-S04H-F06-S-FM05.wav,a,X,2.2,2.8,3.0,4.2
MSP-IMPROV-S04H-F06-S-MF01.wav,"Well, what what?.",N,2.8,3.6,3.2,3.4
MSP-IMPROV-S04H-F06-S-MF02.wav,"OK, OK, OK, OK, OK wut wut wut..",N,2.333333,3.111111,3.333333,3.555556
MSP-IMPROV-S04H-F06-S-MF03.wav,"OK, OK..",A,2.0,3.0,3.2,3.8
MSP-IMPROV-S04H-F06-S-MF04.wav,"Oh, OK, let's go pick up mom and Dad..",A,2.333333,3.0,3.5,3.333333
MSP-IMPROV-S04H-F06-T-FM01.wav,The floor was completely covered..,H,3.548387,2.903226,3.193548,3.16129
MSP-IMPROV-S04H-M01-P-FM01.wav,What Christmas?.,N,2.8,3.2,2.4,3.0
MSP-IMPROV-S04H-M01-P-MF01.wav,"I'll be waking up again, I will try not to be as loud..",O,2.6,3.8,2.2,3.4
MSP-IMPROV-S04H-M01-S-FM01.wav,What downstairs with the presence are?.,N,2.8,3.8,3.2,4.0
MSP-IMPROV-S04H-M01-S-FM02.wav,OK let's do it..,H,3.6,4.0,3.2,3.0
MSP-IMPROV-S04H-M01-S-MF01.wav,Hey wake up wake up..,O,3.0,3.75,2.75,3.5
MSP-IMPROV-S04H-M01-S-MF02.wav,It's Christmas..,O,3.0,2.8,2.8,3.0
MSP-IMPROV-S04H-M01-S-MF03.wav,"Yeah, let's go come on..",N,2.6,3.4,2.6,3.4
MSP-IMPROV-S04H-M01-T-MF01.wav,"For with him, please come..",N,2.566667,3.133333,3.04,3.32
MSP-IMPROV-S04H-M02-P-FM01.wav,,H,4.0,3.6,3.0,4.4
MSP-IMPROV-S04H-M02-P-FM02.wav,Oh my goodness..,X,2.6,3.2,3.2,2.8
MSP-IMPROV-S04H-M02-P-FM03.wav,that's exciting,H,3.666667,4.333333,3.166667,4.0
MSP-IMPROV-S04H-M02-P-MF01.wav,You should I go to farm..,X,3.666667,4.0,3.166667,4.666667
MSP-IMPROV-S04H-M02-P-MF02.wav,Everywhere..,N,3.0,3.2,2.8,2.2
MSP-IMPROV-S04H-M02-S-FM01.wav,Anything..,N,3.0,4.0,2.8,2.8
MSP-IMPROV-S04H-M02-S-MF01.wav,"Hey Hey, Hey, wake up wake up..",H,3.8,2.6,3.6,3.4
MSP-IMPROV-S04H-M02-S-MF02.wav,"I just I just went downstairs, I will call around and you'll never guess..",H,3.833333,2.666667,3.0,3.5
